id,document,label
2019.02.07.,"에이비엘바이오, 1만8000원선 회복 눈앞…5%대 상승 반등 기점되나",3
2019.02.07.,[코스닥 마감]外人 1600억대 ‘쇼핑’ 훈풍…넉달만 730선 눈앞,3
2019.02.07.,설 연휴 마친 코스피 '소폭 하락'…2200선 지켜,3
2019.02.07.,7일 코스닥 기관 순매수 상위종목(잠정),3
2019.02.07.,7일 코스닥 개인 순매수 상위종목(잠정),3
2019.02.07.,"에이비엘바이오, 작년 연간 영업익 -240억...적자지속",3
2019.02.07.,"[잠정실적] 에이비엘바이오, 작년 연간 영업익 -240억...적자지속",3
2019.02.07.,"에이비엘바이오, 작년 영업손실 240억…전년대비 적자 확대",3
2019.02.07.,"에이비엘바이오, 지난해 영업이익 240억 원...전년비 적자폭 확대",3
2019.02.07.,7일 코스닥 기관 순매수 상위종목(확정),3
2019.02.07.,7일 코스닥 개인 순매수 상위종목(확정),3
2019.02.07.,"[실적발표] 러셀, 동원시스템즈, 에이비엘바이오, 이수앱지스",3
2019.02.07.,"바이오주 대체로 강세, 제넥신 급등하고 파미셀 급락",3
2019.02.07.,7일 장 마감 후 주요 종목뉴스,3
2019.02.07.,"[7일 기관 순매수 Top 10] KODEX 코스닥150 레버리지 334억, 현대로템 46억, ...",3
2019.02.08.,[재송]7일 장 마감 후 주요 종목뉴스,3
2019.02.08.,[전일 주요 공시] 동부제철ㆍ현대모비스ㆍ대웅제약 외,3
2019.02.08.,"에이비엘바이오, 작년 영업손실 240억원…적자폭 확대",3
2019.02.08.,"한독, ‘트리거테라퓨틱스’ 투자하나",3
2019.02.08.,美中 무역 협상 무산…국내 증시에 악재로 작용,3
2019.02.08.,8일 코스닥 순매매 기관 상위종목(잠정),3
2019.02.08.,8일 코스닥 순매매 기관 상위종목(확정),3
2019.02.08.,美中 정상회담 무산에 국내 증시 덩달아 침울,3
2019.02.08.,"[8일 기관 순매수 Top 10] 삼성전자 304억, KB금융 143억, KODEX 인버스 99억...",3
2019.02.09.,"[종목시세] 메가스터디 주가 10800원 1.41%, 에이비엘바이오 18150원 1.4%, 한...",3
2019.02.10.,"[(주간) 코스닥 기관 순매수 Top 20] 코아시아홀딩스 1위 약 359억원, 포스코...",3
2019.02.11.,"에이비엘바이오(298380) 종목알파고 분석, 외국인/기관 실시간 수급과 추가 매...",3
2019.02.11.,"에이비엘바이오, 전일 대비 약 6% 상승한 19,200원",3
2019.02.11.,"<코>에이비엘바이오, 전일 대비 7.16% 상승.. 일일회전율은 2.60% 기록",3
2019.02.11.,"[ET투자뉴스]케어젠_외국인투자자의 거래참여 활발, 거래비중 24.05%",3
2019.02.11.,[오후장전망] 오후장 이렇게 대비하라!,3
2019.02.11.,11일 코스닥 순매매 기관 상위종목(잠정),3
2019.02.11.,"[증시/마감] 코스닥, 바이오주 강세로 소폭 올라",3
2019.02.11.,[양재준 기자의 알투바이오] 글로벌 1위가 뛰어든 아바스틴 바이오시밀러,3
2019.02.11.,11일 코스닥 순매매 기관 상위종목(확정),3
2019.02.11.,"바이오주 대부분 올라, 인트론바이오 강스템바이오텍 급등",3
2019.02.11.,"[11일 기관 순매수 Top 10] LG전자 253억, 한국전력 90억, 삼성중공업 58억, ...",3
2019.02.12.,[오늘의 추천종목-신한금융투자]에이비엘바이오·에이스테크 등,3
2019.02.12.,"에이비엘바이오, 상승 제동 걸리나…지난해 영업손실 적자폭 확대",3
2019.02.12.,"에이비엘바이오(298380) 종목알파고 분석, 외국인/기관 실시간 수급과 추가 매...",3
2019.02.12.,"[ET투자뉴스][에이비엘바이오 지분 변동] LEESANGHOON 외 8명 -0.46%p 감소, ...",3
2019.02.12.,에이비엘바이오 임직원 '스톡옵션 대박',3
2019.02.12.,"바이오주 대체로 약세, 신라젠 파멥신 내리고 녹십자셀 올라",3
2019.02.12.,전북도내 주식거래량 및 거래대금 모두 증가,3
2019.02.12.,"[12일 기관 순매수 Top 10] LG전자 522억, KODEX 코스닥150선물인버스 126억,...",3
2019.02.12.,1월 전북 주식거래량 거래 대금 모두 증가,3
2019.02.13.,[오늘의 추천종목-신한금융투자]원익QnC·에이스테크 등,3
2019.02.13.,"에이비엘바이오, 전날 하락 이어 약보합…하락 이어지나?",3
2019.02.13.,"2019년 혁신형 제약바이오기업, 해외시장 어떻게 진출할까?",3
2019.02.13.,"혁신형 제약기업, 올 R&D 투자 '1조7617억'",3
2019.02.13.,코스피 2200선 오르락 내리락…돋보이는 코스닥 상승세,3
2019.02.13.,혁신형제약기업 연구개발비 1조 7천억원...전년比 23%↑,3
2019.02.13.,"올해 혁신형제약 R&D, '임상 1상부터 3상'까지 다양",3
2019.02.13.,13일 코스닥 순매매 기관 상위종목(잠정),3
2019.02.13.,13일 코스닥 순매매 개인 상위종목(잠정),3
2019.02.13.,"바이오주 대체로 올라, 앱클론 코미팜 뛰고 신라젠은 떨어져",3
2019.02.13.,13일 코스닥 순매매 개인 상위종목(확정),3
2019.02.13.,13일 코스닥 순매매 기관 상위종목(확정),3
2019.02.13.,"[13일 기관 순매도 Top 10] 우리금융지주 165억, 현대차 89억, 현대로템 54억...",3
2019.02.13.,"코스피 2200선 회복, 코스닥도 작년 10월 이후 최고치",3
2019.02.14.,혁신형 CEO 간담회도 역시 '신속허가·R&D지원',3
2019.02.14.,[오늘의 추천종목-신한금융투자]원익QnC·에이비엘바이오 등,3
2019.02.14.,"에이비엘바이오(298380) 종목알파고 분석, 외국인/기관 실시간 수급과 추가 매...",3
2019.02.14.,"관심 밖 밀려났던 제약ㆍ바이오, 반등할까",3
2019.02.14.,"바이오주 엇갈려, 앱클론 오르고 CMG제약 차바이오텍 급락",3
2019.02.14.,"[14일 기관 순매도 Top 10] 두산 300억, 현대모비스 65억, KODEX 200선물인버...",3
2019.02.15.,[알림]최우수 주관사 'NH투자證'·최우수 IB딜 'KB證',3
2019.02.15.,"바이오 주가 혼조, 신라젠과 올릭스 오르고 네이처셀은 떨어져",3
2019.02.17.,[Science&Market] 바이오산업의 혁신 폭발,3
2019.02.18.,[오늘의 추천종목-신한금융투자]LG전자·원익QnC 등,3
2019.02.18.,"에이비엘바이오, 전일 대비 약 3% 상승한 18,450원",3
2019.02.18.,"바이오주 대체로 강세, 안트로젠 강스템바이오텍은 급등",3
2019.02.19.,"IB대상, 절대강자 'NH證'·막강 자금조달 'KB證'",3
2019.02.19.,"에이비엘바이오, 설립 33개월…최단시간 상장 저력",3
2019.02.19.,코스피 2210선 회복 강보합…제약株 맑음,3
2019.02.19.,팔면 오르고 사면 떨어지는 '개미의 눈물',3
2019.02.19.,"바이오주 강세, 안트로젠 테고사이언스 오르고 신라젠 떨어져",3
2019.02.19.,19일 코스닥 기관 순매수 상위종목(잠정),3
2019.02.19.,19일 코스닥 개인 순매수 상위종목(잠정),3
2019.02.19.,"[사진]에이비엘바이오, '대한민국 IB대상' 최우수 IB기업 수상",3
2019.02.19.,[사진]머니투데이 '제16회 대한민국 IB대상 시상식' 개최,3
2019.02.19.,19일 코스닥 기관 순매수 상위종목(확정),3
2019.02.19.,19일 코스닥 개인 순매수 상위종목(확정),3
2019.02.19.,"[19일 기관 순매도 Top 10] 삼성전기 152억, 한국전력 51억, 키움증권 44억, ...",3
2019.02.20.,지난해 코스닥 상장 사상 최多...상폐도 5년내 최大,3
2019.02.20.,"메디톡스 등 개인순매수↑ 코스닥 상위종목, 수익률은 저조",3
2019.02.20.,"지난해 81개사 코스닥 상장, 최대 기록 경신",3
2019.02.20.,"에이비엘바이오, 전일 대비 약 3% 하락한 17,700원",3
2019.02.20.,"바이오주 혼조, 차바이오텍 셀리드 급등하고 한올바이오파마 하락",3
2019.02.21.,"[20일 기관 순매도 Top 10] KODEX 200 372억, 삼성전기 93억, 롯데케미칼 73억...",3
2019.02.21.,"코스닥, 외인·기관 매도에 하락 출발…740선 회귀",3
2019.02.21.,"동아ST, 올해 연구 영역 보완·생산성 올린다",3
2019.02.21.,"동아에스티, 글로벌 신약 리딩컴퍼니로 순항",3
2019.02.21.,전 세계 '이중항체'에 쏠린 눈…초기단계에도 기술수출 가능성↑,3
2019.02.21.,"하락 출발한 코스피, 개인외국인 매수세에 2230대 회복",3
2019.02.21.,21일 코스닥 순매매 기관 상위종목(잠정),3
2019.02.21.,21일 코스닥 순매매 개인 상위종목(잠정),3
2019.02.21.,[코스닥 마감]기관 차익 실현…4거래일만에 숨고르기,3
2019.02.21.,"동아에스티 ""글로벌 신약 앞세워 일류기업 도약 성큼""",3
2019.02.21.,"바이오주 약세, 셀리드 차바이오텍 내리고 휴젤 메디톡스 올라",3
2019.02.21.,21일 코스닥 순매매 개인 상위종목(확정),3
2019.02.21.,21일 코스닥 순매매 기관 상위종목(확정),3
2019.02.21.,"기관 매도세에 밀린 코스피, 2230대 아래로 밀리며 마감",3
2019.02.21.,"[21일 기관 순매도 Top 10] 삼성전자 713억, KODEX 200 115억, 하나금융지주 ...",3
2019.02.22.,"동아ST ""글로벌 신약으로 리딩컴퍼니 도약""",3
2019.02.22.,"동아에스티, 신약 R&D 경쟁력으로 해외 공략 본격화",3
2019.02.22.,"바이오주 약세, 네이처셀 테고사이언스 내리고 차바이오텍은 급등",3
2019.02.22.,대한민국신약개발대상 CJ헬스케어 ‘케이캡정’ 선정,3
2019.02.22.,"[22일 기관 순매도 Top 10] 삼성SDI 309억, 롯데케미칼 75억, 두산중공업 53억...",3
2019.02.23.,제15회 신약개발 우수연구자 차주영 부장유원규 상무,3
2019.02.23.,"ABL바이오, 이중항체 항암제 ‘ABL001’ 기술수출상 수상",3
2019.02.24.,기술수출 후 '제대로 상장'… 바이오벤처 새 공식,3
2019.02.24.,'대한민국신약개발상 연구책임자 포상' CJ헬스케어 김봉태 부장 선정,3
2019.02.24.,CJ헬스케어 김봉태씨 ‘신약개발상 연구책임자 포상’,3
2019.02.24.,"[종목시세] 상상인 주가 19900원 2.05%, 엔터메이트 900원 2.04%, 에이비엘바...",3
2019.02.25.,[표](22일현재) 거래금액 코스닥 Top 20 (전거래일 현재/시간외일부포함),3
2019.02.25.,대한민국신약개발 대상 CJ헬스케어 '케이캡정' 선정,3
2019.02.25.,"신약개발연구책임자, CJ헬스케어 김봉태 부장 수상",3
2019.02.25.,"[클릭 e종목]""유전자체료제 美시장 핫이슈…바이로메드·에이비엘바이오 주목...",3
2019.02.25.,"바이로메드ㆍ에이비엘바이오, 글로벌 유전자치료제 관심 수혜",3
2019.02.25.,"""유전자치료제 기술 관심 고조…바이로메드·에이비엘바이오 수혜""-NH투자",3
2019.02.25.,"CJ헬스케어 김봉태 부장, 신약개발상 연구책임자 표창",3
2019.02.25.,대한민국신약개발상 대상에 CJ헬스케어 `케이캡` 선정,3
2019.02.25.,"CJ헬스케어 '케이캡정','대한민국 신약개발 대상' 선정",3
2019.02.25.,'제20회 대한민국신약개발' 대상에 CJ헬스케어 선정,3
2019.02.25.,"에이비엘바이오, 中 우시바이오 이중항체 플랫폼 기술 사들여",3
2019.02.25.,"에이비엘바이오, 전일 대비 약 3% 상승한 18,150원",3
2019.02.25.,"에이비엘바이오, 신규 이중항체 플랫폼 및 면역 항암 타깃항체 2종 도입",3
2019.02.25.,"에이비엘바이오,2억2천만불규모 면역항암 타깃항체 등 도입",3
2019.02.25.,"에이비엘바이오, 中서 '우시바디' 이중항체 플랫폼 도입",3
2019.02.25.,"에이비엘바이오, 2억2050만 달러 '이중항체 플랫폼 라이선스인 계약' 체결",3
2019.02.25.,"미중 무역협상 타결 기대감에 상승 출발한 코스피, 외국인 매도세에 혼조세",3
2019.02.25.,"에이비엘바이오, 신규 이중항체 플랫폼ㆍ면역 항암 타깃항체 2종 도입",3
2019.02.25.,"에이비엘바이오, 신규 이중항체 플랫폼·면역 항암 타깃항체 2종 도입",3
2019.02.25.,[증시라인 - 하태민의 증시 돋보기] 약해지는 코스닥... OOO을 조심하라!,3
2019.02.25.,"에이비엘바이오, 신규 이중항체 플랫폼과 면역 항암 타깃항체 2종 도입",3
2019.02.25.,"에이비엘바이오, 신규 이중항체 플랫폼·면역 항암 타깃항체 2종 도입",3
2019.02.25.,"에이비엘바이오, 신규 이중항체 플랫폼과 면역 항암 타깃항체 2종 도입",3
2019.02.25.,"에이비엘, 이중항체 플랫폼과 면역 항암 타깃항체 2종 도입",3
2019.02.25.,"에이비엘바이오, 신규 이중항체 플랫폼 등 도입",3
2019.02.25.,"바이오주 엇갈려, 셀리드 급락하고 코오롱생명과학 네이처셀 올라",3
2019.02.25.,25일 코스닥 순매매 기관 상위종목(잠정),3
2019.02.25.,"에이비엘바이오, 中 업체로부터 신규 이중항체 플랫폼 기술 도입",3
2019.02.25.,코스피 2230선 강보합세 마감…넉 달 만에 최고치,3
2019.02.25.,"에이비엘바이오, ‘우시바이오’로부터 이중항체면역항암타깃항체 2종 도입",3
2019.02.25.,25일 코스닥 순매매 기관 상위종목(확정),3
2019.02.25.,"[25일 기관 순매도 Top 10] KODEX 200 259억, SK이노베이션 64억, 카카오 52억...",3
2019.02.26.,[표](25일현재) 거래금액 코스닥 Top 20 (전거래일 현재/시간외일부포함),3
2019.02.26.,"제약바이오, 주총 분산·전자투표 효과 ‘미미’",3
2019.02.26.,"에이비엘바이오, 신규 이중항체 플랫폼·면역 항암 타겟항체 2종 도입",3
2019.02.26.,[점프업바이오] 이중항체 신약 택한 '에이비엘바이오'…기술수출만 5건,3
2019.02.26.,"바이오주 혼조, 코오롱생명과학 차바이오텍 오르고 오스코텍 하락",3
2019.02.26.,"[2018년 코스닥·코넥스 우수 IB] ""올 IPO시장도 바이오·4차산업이 대세""",3
2019.02.27.,[개장전] 증권사 추천주(02/27),3
2019.02.27.,"SK증권 “에이비엘바이오, 이중항체 파킨슨병 치료제 보유”",3
2019.02.27.,27일 코스닥 순매매 외국인 상위종목(잠정),3
2019.02.27.,"[오늘Who] 이상훈, 에이비엘바이오 '이중항체' 기술수출 빛보나",3
2019.02.27.,"바이오주 '홍남기 효과'에 강세, 오스코텍 앱클론 안트로젠 급등",3
2019.02.27.,[2월28일자] 비즈니스포스트 아침의 주요기사,3
2019.02.28.,[표](27일현재) 거래금액 코스닥 Top 20 (전거래일 현재/시간외일부포함),3
2019.02.28.,"에이비엘바이오(298380) 종목알파고 분석, 외국인/기관 실시간 수급과 추가 매...",3
2019.02.28.,동아에스티 '치매·암' 신약물질 확보에 '잰걸음',3
2019.02.28.,"에이비엘바이오, 전일 대비 약 5% 상승한 19,750원",3
2019.02.28.,"2230선 아래로 밀려난 코스피, 반등 성공한 코스닥",3
2019.02.28.,[오후장전망] 오후장 이렇게 대비하라!,3
2019.02.28.,"[한경로보뉴스] '에이비엘바이오' 10% 이상 상승, 전일 외국인 대량 순매수",3
2019.02.28.,[fnRASSI]에이비엘바이오(298380) 전일대비 10.67% 상승,3
2019.02.28.,"[ET투자뉴스]케어젠_외국인투자자의 거래참여 활발, 거래비중 17.54%",3
2019.02.28.,"[증시분석] ""소문난 잔치에 먹을 게 없다더니..."" 남북경협주 정치테마주 약세...",3
2019.02.28.,"에이비엘바이오, 2만원선 돌파…2거래일 연속 급등",3
2019.02.28.,‘케이캡정’ CJ헬스케어 대한민국 신약개발 대상 수상,3
2019.02.28.,28일 코스닥 순매매 기관 상위종목(잠정),3
2019.02.28.,28일 코스닥 순매매 개인 상위종목(잠정),3
2019.02.28.,"CJ헬스케어 '케이캡', 대한민국신약개발 대상 수상",3
2019.02.28.,CJ헬스케어-JW중외제약-에이비엘바이오 혁신 성과 치하,3
2019.02.28.,"[코스닥 주가 상승률 Top 10] 빅텍, GV, 넥슨지티, 디젠스, 알테오젠 주가 순...",3
2019.02.28.,"바이오주 대부분 약세, 인스코비 급락하고 메디포스트는 급등",3
2019.02.28.,28일 코스닥 순매매 기관 상위종목(확정),3
2019.02.28.,28일 코스닥 순매매 개인 상위종목(확정),3
2019.02.28.,北美 정상회담 냉담한 분위기 속 국내 증시 하락 마감,3
2019.02.28.,"[28일 기관 순매수 Top 10] 현대차 368억, 현대모비스 192억, 엔씨소프트 141...",3
2019.03.01.,"[종목시세] 에이비엘바이오 주가, 28일 19450원으로 장 마감…고가 20800원에...",3
2019.03.02.,"""같이 황금알 낳자"" 제약-바이오벤처 잇단 기술제휴",3
2019.03.03.,`국내는 좁다` 글로벌로 무대 넓혀 고공성장 날갯짓,3
2019.03.04.,[유니콘 키우는 스톡옵션]돈 넉넉지 않은 벤처에 인재유치 특효약,3
2019.03.04.,[유니콘 키우는 스톡옵션]수익률 최대 5995% '잭팟`…바이오·게임社 성장스토...,3
2019.03.04.,"[더벨]""투자 키워드는 융합과 연결…기술 벤처가 답""",3
2019.03.04.,"[한경로보뉴스] 전일, 코스닥 기관 순매수상위에 제약 업종 9종목",3
2019.03.04.,[시황점검] 9시 10분 코스닥 1% 대 상승폭 기록 - 외인 순매수(107억원),3
2019.03.04.,"코스닥, 저가 매수세 유입에 상승 출발…740선 회복",3
2019.03.04.,"[한경로보뉴스] '에이비엘바이오' 10% 이상 상승, 전일 외국인 대량 순매수",3
2019.03.04.,[시황점검] 9시 39분 코스닥 2% 대 상승폭 기록 - 외인 순매수(369억원),3
2019.03.04.,"에이비엘바이오(298380) 종목알파고 분석, 외국인/기관 실시간 수급과 추가 매...",3
2019.03.04.,[강세업종] 바이오 업종 상승세…에이비엘바이오 8%↑,3
2019.03.04.,"에이비엘바이오, 2만원선 재돌파…3거래일 연속 상승에 6%대 급등까지",3
2019.03.04.,"코스닥, 2%대 올라 750선에 바짝…바이오株 강세",3
2019.03.04.,"[오늘뭐사지1부] 증권사 신규 매수, 객장 관심주",3
2019.03.04.,'이중항체 기반 면역항암제' 공들이는 제약·바이오… 기술수출 기대감 ↑,3
2019.03.04.,4일 코스닥 개인 순매수 상위종목(잠정),3
2019.03.04.,[스타워즈]막 오른 별들의 전쟁…라이온 첫날 1.42% 수익,3
2019.03.04.,4일 코스닥 기관 순매수 상위종목(잠정),3
2019.03.04.,[코스닥 기관 순매도]와이지엔터테인먼트·스튜디오드래곤·포스코켐텍,3
2019.03.04.,"바이오주 강세, 휴젤 파멥신 차바이오텍 엔지켐생명과학 급등",3
2019.03.04.,국내 최대 'IR 축제' 열립니다,3
2019.03.04.,4일 코스닥 기관 순매수 상위종목(확정),3
2019.03.04.,4일 코스닥 개인 순매수 상위종목(확정),3
2019.03.04.,"[4일 기관 순매수 Top 10] 삼성전자 457억, 금호석유 123억, LG이노텍 76억, ...",3
2019.03.05.,[표](4일기준) 코스닥 거래량 Top 30 (전일 장마감 기준/시간외일부포함),3
2019.03.05.,[표](4일현재) 거래금액 코스닥 Top 20 (전거래일 현재/시간외일부포함),3
2019.03.05.,"바이오ㆍ재생에너지ㆍ전기수소차, 중소형주 순환매 장세 열리나",3
2019.03.05.,"""제약·바이오 필두로 중소형주 전성시대 온다""",3
2019.03.05.,"[한경로보뉴스] 전일, 기관 코스닥에서 와이지엔터테인먼트(-1.43%), 스튜디오...",3
2019.03.05.,[오후장전망] 오후장 이렇게 대비하라!,3
2019.03.05.,돈 부르는 지수..골든클럽이 눈여겨보는 종목은？,3
2019.03.05.,5일 코스닥 기관 순매수 상위종목(잠정),3
2019.03.05.,"바이오주 대부분 올라, 프로스테믹스 파미셀 파멥신 급등",3
2019.03.05.,힘 받는 제약·바이오주…실적·파이프라인 모멘텀 주목,3
2019.03.05.,5일 코스닥 기관 순매수 상위종목(확정),3
2019.03.05.,"[5일 기관 순매도 Top 10] KODEX MSCI Korea TR 690억, POSCO 143억, KODEX 레...",3
2019.03.05.,"[5일 기관 순매수 Top 10] KODEX 200 273억, S-Oil 83억, 삼성전자 63억, 한샘...",3
2019.03.06.,[표](5일현재) 거래금액 코스닥 Top 20 (전거래일 현재/시간외일부포함),3
2019.03.06.,"바이넥스, 중국 즈언제약과 합작회사 설립 관련 MOU체결",3
2019.03.06.,"바이넥스-中 즈언 제약회사, 제품군별 사업화 위한 합작회사 설립 MOU 체결",3
2019.03.06.,"바이넥스, 중국 제약회사와 합작회사 MOU체결",3
2019.03.06.,"코스피, 외인ㆍ기관 팔자에 4거래일째 약세",3
2019.03.06.,[오후장전망] 오후장 이렇게 대비하라!,3
2019.03.06.,"""2~3년 내에 바이오 산업 승패 판가름""",3
2019.03.06.,"에이비엘바이오, 5거래일 연속 상승세로 순항…오르락내리락하다 상승세",3
2019.03.06.,"[고민해결! 스탁 솔루션] 현대위아, 동성제약, 뉴보텍, 인프라웨어 外",3
2019.03.06.,6일 코스닥 기관 순매수 상위종목(잠정),3
2019.03.06.,"코스피, 외인·기관 팔자에 나흘째 하락…공기청정기·마스크株 '웃음꽃'",3
2019.03.06.,6일 코스닥 기관 순매수 상위종목(확정),3
2019.03.06.,"바이오주 대체로 약세, 에이치엘비 급락하고 에이비엘바이오 급등",3
2019.03.06.,"[표](6일기준)(코스닥 기관 순매수 Top 20) 에코프로비엠 1위 약 204억원, 엘...",3
2019.03.07.,[ET투자뉴스]유틸렉스_주가 강세속에 7일 연속 상승 현재 +5.62%,3
2019.03.07.,셀트리온·에이치엘비·제넥신 등 바이오 대표 CEO 총출동,3
2019.03.07.,"에이비엘바이오(298380) 종목알파고 분석, 외국인/기관 실시간 수급과 추가 매...",3
2019.03.07.,"바이넥스, 中 충칭 즈언 제약사와 합작회사 설립 MOU체결",3
2019.03.07.,"에이비엘바이오, 전일 대비 약 4% 하락한 21,050원",3
2019.03.07.,"[오늘뭐사지2부] 시청자, MBN골드 관심주",3
2019.03.07.,"에이비엘바이오, 주가 너무 올랐나?…6거래일만에 하락세로",3
2019.03.07.,[시황점검] 14시 25분 코스닥 -1% 대 하락폭 기록 - 외인 순매도(-543억원),3
2019.03.07.,7일 코스닥 기관 순매수 상위종목(잠정),3
2019.03.07.,"바이오주 약세, 파멥신 제넥신 급락하고 뉴프라이드는 급등",3
2019.03.07.,7일 코스닥 기관 순매수 상위종목(확정),3
2019.03.07.,"[7일 기관 순매수 Top 10] LG전자 324억, 두산인프라코어 96억, 셀트리온 67억...",3
2019.03.07.,"[7일 기관 순매도 Top 10] KODEX 200 898억, 현대미포조선 149억, OCI 93억, ...",3
2019.03.08.,[빅데이터로 본 재테크] 코스피 멈칫하자…코스닥 성장株로 관심 쏠려,3
2019.03.08.,[표](7일현재) 거래금액 코스닥 Top 20 (전거래일 현재/시간외일부포함),3
2019.03.08.,8일 코스닥 순매매 기관 상위종목(잠정),3
2019.03.08.,8일 코스닥 순매매 개인 상위종목(잠정),3
2019.03.08.,[코스닥 기관 순매도]바이로메드·서울반도체·신라젠,3
2019.03.08.,"바이오 주가 혼조, 뉴프라이드 급락하고 파멥신과 올릭스 올라",3
2019.03.08.,8일 코스닥 순매매 기관 상위종목(확정),3
2019.03.08.,8일 코스닥 순매매 개인 상위종목(확정),3
2019.03.08.,"[8일 기관 순매도 Top 10] S-Oil 685억, LG화학 151억, 현대모비스 74억, 한미...",3
2019.03.10.,[스타워즈 화제주]셀리버리·유틸렉스 바이오株 '활짝'…경동나비엔도 '상승',3
2019.03.10.,"[(주간/종합) 코스닥 거래대금 Top 20] 아난티 주간 거래대금 1위, 신라젠, 에...",3
2019.03.10.,제넥신·마크로젠·인트론바이오…신약 개발·수출 기대감 '高高',3
2019.03.11.,[표](8일현재) 거래금액 코스닥 Top 20 (전거래일 현재/시간외일부포함),3
2019.03.11.,"[더벨]지놈앤컴퍼니, '마이크로바이옴' 글로벌 임상 첫 도전",3
2019.03.11.,"전일, 코스닥 기관 순매도상위에 연구·개발 업종 3종목",3
2019.03.11.,"에이비엘바이오(298380) 종목알파고 분석, 외국인/기관 실시간 수급과 추가 매...",3
2019.03.11.,11일 코스닥 기관 순매수 상위종목(잠정),3
2019.03.11.,11일 코스닥 개인 순매수 상위종목(잠정),3
2019.03.11.,"바이오주 혼조, 뉴프라이드 바이오솔루션 급등하고 동성제약 하락",3
2019.03.11.,[코스닥 기관 순매도]와이지엔터테인먼트·에스엠·더블유게임즈,3
2019.03.11.,"코리아 인베스트먼트 페스티벌 2019, '핫스톡' CEO 총출동…참가신청 쇄도",3
2019.03.11.,11일 코스닥 기관 순매수 상위종목(확정),3
2019.03.11.,11일 코스닥 개인 순매수 상위종목(확정),3
2019.03.12.,"전일, 코스닥 기관 순매도상위에 오락·문화 업종 3종목",3
2019.03.12.,"에이비엘바이오, 전일 대비 약 5% 상승한 22,250원",3
2019.03.12.,[fnRASSI]에이비엘바이오(298380) 전일대비 8.04% 상승,3
2019.03.12.,"에이비엘바이오, 장 초반부터 7%대 급등…상승 행진 어디까지?",3
2019.03.12.,"'에이비엘바이오' 10% 이상 상승, 이중항체로 파킨슨병을 치료하다",3
2019.03.12.,"에이비엘바이오, 12% 급등... 전일 보다 2,550원 상승한 23,700원",3
2019.03.12.,"에이비엘바이오(298380) 종목알파고 분석, 외국인/기관 실시간 수급과 추가 매...",3
2019.03.12.,"[코스닥 시가총액 Top 10 :장중시황] 셀트리온헬스케어 주가 3.45% 상승, 신라...",3
2019.03.12.,"'에이비엘바이오' 52주 신고가 경신, 이중항체로 파킨슨병을 치료하다",3
2019.03.12.,"에이비엘바이오, 52주 최고가 경신…시간 지날수록 상승폭 더 커져",3
2019.03.12.,[이시각 상한가] 에이비엘바이오(▲6300) - 12일 오후 15시14분,3
2019.03.12.,"'에이비엘바이오' 상한가↑ 도달, 이중항체로 파킨슨병을 치료하다",3
2019.03.12.,에이비엘바이오 장마감 앞두고 상한가… ‘52주 최고가’,3
2019.03.12.,"오후 3:20 현재 코스닥은 51:49으로 매도우위, 매도강세 업종은 인터넷업(2.3...",3
2019.03.12.,에이비엘바이오 상한가… 기술특례 모범주,3
2019.03.12.,"[fnRASSI]에이비엘바이오,바이오솔루션 등 33종목 52주 신고가 경신",3
2019.03.12.,"[마감 시황] 외국인과 기관의 동반 매수세.. 코스닥 754.76(▲15.67, +2.12%)...",3
2019.03.12.,"[fnRASSI]오늘의 상한가, 슈펙스비앤피 30% ↑",3
2019.03.12.,"[오늘의 종목] 코스피 1개, 코스닥 4개 상한가 / 코스닥 1개 하한가",3
2019.03.12.,"[스탁리포트] 12일, 코스피 기관·외국인 순매수 개인 매도, 코스닥 기관·외...",3
2019.03.12.,"[fnRASSI]장마감, 코스닥 상승 종목(슈펙스비앤피 30%↑)",3
2019.03.12.,[증시 신호등] 에이비엘바이오 웃고 YG 울고…이유는?,3
2019.03.12.,"[급등종목] 슈펙스비앤피, 국보 외",3
2019.03.12.,"[마감시황] 코스피, 외인·기관 쌍끌이 매수에 상승…2150선 '회복'",3
2019.03.12.,"에이비엘바이오, 두 자릿수 점프…공모가 2배 육박",3
2019.03.12.,12일 코스닥 외국인 순매매 상위종목(잠정),3
2019.03.12.,"[12일 시황] 코스피, 미국발 훈풍에 이틀째 상승...코스닥 2%대 급등",3
2019.03.12.,"코스피, 기관 매수에 이틀째 상승…코스닥 2% 강세",3
2019.03.12.,[마감시황]코스피 0.89% ↑…이틀 연속 상승세,3
2019.03.12.,미중 무역협상 기대감에 코스피 2150선 회복…생기 돈 제약ㆍ바이오株,3
2019.03.12.,[12일 특징주] 국보·우리기술 등 5개 종목 상한가...LPG주 강세,3
2019.03.12.,"바이오주 강세, 에이비엘바이오 파멥신 바이오솔루션 급등",3
2019.03.12.,"[시그널] 한투운용, 에이비엘바이오 340억원 규모 블록딜",3
2019.03.12.,'애물' 코스닥벤처펀드…감격의 플러스 수익률,3
2019.03.12.,신라젠에 깜짝 놀란 에이치엘비…불 타오르는 바이오주,3
2019.03.12.,"코스닥, 바이오 훈풍에 750 재돌파",3
2019.03.12.,12일 코스닥 외국인 순매매 상위종목(확정),3
2019.03.12.,"[(종목회전율/종합) 코스닥 Top 20] 미래에셋제5호스팩 회전율 1위, 아이엠텍...",3
